0,date
29.259706,2017-01-01 00:00:00
20.971184,2017-02-01 00:00:00
19.652044,2017-03-01 00:00:00
22.317148,2017-04-01 00:00:00
23.642826,2017-05-01 00:00:00
52.75196,2017-06-01 00:00:00
116.05527,2017-07-01 00:00:00
136.89317,2017-08-01 00:00:00
138.81293,2017-09-01 00:00:00
147.31102,2017-10-01 00:00:00
86.38351,2017-11-01 00:00:00
18.482576,2017-12-01 00:00:00
27.885592,2018-01-01 00:00:00
28.819136,2018-02-01 00:00:00
23.017582,2018-03-01 00:00:00
18.06175,2018-04-01 00:00:00
30.899397,2018-05-01 00:00:00
42.144188,2018-06-01 00:00:00
129.00618,2018-07-01 00:00:00
94.251015,2018-08-01 00:00:00
136.20586,2018-09-01 00:00:00
146.05336,2018-10-01 00:00:00
124.06185,2018-11-01 00:00:00
42.868484,2018-12-01 00:00:00
27.116222,2019-01-01 00:00:00
24.022139,2019-02-01 00:00:00
20.362938,2019-03-01 00:00:00
22.071226,2019-04-01 00:00:00
17.579987,2019-05-01 00:00:00
34.070347,2019-06-01 00:00:00
97.06331,2019-07-01 00:00:00
110.23343,2019-08-01 00:00:00
124.09519,2019-09-01 00:00:00
138.24593,2019-10-01 00:00:00
113.11646,2019-11-01 00:00:00
76.53855,2019-12-01 00:00:00
27.213333,2020-01-01 00:00:00
25.8479,2020-02-01 00:00:00
26.620062,2020-03-01 00:00:00
25.426651,2020-04-01 00:00:00
20.567974,2020-05-01 00:00:00
59.565857,2020-06-01 00:00:00
122.87002,2020-07-01 00:00:00
128.7329,2020-08-01 00:00:00
129.32965,2020-09-01 00:00:00
131.80278,2020-10-01 00:00:00
61.427727,2020-11-01 00:00:00
39.386147,2020-12-01 00:00:00
22.6177,2021-01-01 00:00:00
27.362732,2021-02-01 00:00:00
17.785006,2021-03-01 00:00:00
17.904295,2021-04-01 00:00:00
18.594885,2021-05-01 00:00:00
56.538704,2021-06-01 00:00:00
135.56393,2021-07-01 00:00:00
132.0505,2021-08-01 00:00:00
142.90462,2021-09-01 00:00:00
133.76498,2021-10-01 00:00:00
75.260735,2021-11-01 00:00:00
26.989225,2021-12-01 00:00:00
25.005354,2022-01-01 00:00:00
22.6177,2022-02-01 00:00:00
22.207851,2022-03-01 00:00:00
17.654089,2022-04-01 00:00:00
24.72446,2022-05-01 00:00:00
32.66044,2022-06-01 00:00:00
120.37353,2022-07-01 00:00:00
123.14837,2022-08-01 00:00:00
147.88354,2022-09-01 00:00:00
142.14963,2022-10-01 00:00:00
70.61154,2022-11-01 00:00:00
32.307083,2022-12-01 00:00:00
23.038658,2023-01-01 00:00:00
21.934591,2023-02-01 00:00:00
20.157887,2023-03-01 00:00:00
21.866274,2023-04-01 00:00:00
21.524664,2023-05-01 00:00:00
43.359074,2023-06-01 00:00:00
42.424572,2023-07-01 00:00:00
112.77061,2023-08-01 00:00:00
124.428154,2023-09-01 00:00:00
73.517845,2023-10-01 00:00:00
108.04108,2023-11-01 00:00:00
55.490383,2023-12-01 00:00:00
